file_name,passed,state,detector_confidence,box_width,box_height,box_aspect_h_w,red_score,green_score,dominance_ratio,strict_pixel_count,strict_area_fraction,strict_y_centroid,strict_largest_component,strict_largest_fraction,strict_component_fill
0252f2b5-1f4c92f2.jpg,True,green,0.48634275794029236,23,45,1.9565217391304348,0.00019050464665971588,0.03941380667741078,206.89157649688568,18,0.017391304347826087,0.7828282828282828,14,0.01352657004830918,0.7
0fa64aef-64070758.jpg,True,red,0.5421295762062073,32,67,2.09375,0.010876528165536387,0.0,1087652.8165536385,7,0.0032649253731343282,0.26623376623376627,3,0.0013992537313432835,1.0
1d5d5507-4d202189_3.jpg,True,red,0.3622777462005615,29,59,2.0344827586206895,0.23171544309917166,0.0,23171544.309917167,329,0.19228521332554063,0.32905355832721933,246,0.14377556984219755,0.328
1daf360b-d293a801_3.jpg,True,green,0.5036558508872986,23,60,2.608695652173913,0.0,0.10809149179622371,10809149.17962237,145,0.10507246376811594,0.7657510227936879,145,0.10507246376811594,0.7967032967032966
22c3eb6a-96e57a3d.jpg,True,green,0.3509364426136017,27,56,2.074074074074074,0.0,0.08322477379178422,8322477.3791784225,125,0.08267195767195767,0.778909090909091,125,0.08267195767195767,0.7396449704142012
23f615c2-c0a3a7f9_3.jpg,True,red,0.37245973944664,18,33,1.8333333333333333,0.04852841172274874,0.0,4852841.1722748745,16,0.026936026936026935,0.287109375,8,0.013468013468013467,0.5333333333333333
247fe4dd-4145941d.jpg,True,red,0.36131852865219116,34,39,1.1470588235294117,0.06786042720681913,0.0,6786042.720681913,163,0.1229260935143288,0.5619954794962867,143,0.10784313725490197,0.680952380952381
24894c5f-b5e04596.jpg,True,green,0.4663926959037781,44,110,2.5,0.0,0.1349063032299196,13490630.322991958,590,0.12190082644628099,0.8556367594464314,590,0.12190082644628099,0.8104395604395604
2b6f670e-c0578f7e_1.jpg,True,red,0.40831223130226135,46,64,1.391304347826087,0.03797006804263754,0.0,3797006.8042637543,144,0.04891304347826087,0.24129188712522046,144,0.04891304347826087,0.6857142857142857
2c5c58ae-2c5e37e2_3.jpg,False,green,0.39750391244888306,22,24,1.0909090909090908,0.0,0.011456750831470961,1145675.0831470962,0,0.0,-1.0,0,0.0,0.0
3468312a-4d665f6a_1.jpg,True,green,0.6533286571502686,28,63,2.25,0.0,0.04428338209562949,4428338.209562949,55,0.031179138321995464,0.7249266862170088,44,0.024943310657596373,0.6666666666666666
359f02ae-2a4f553b_3.jpg,True,green,0.381409227848053,24,52,2.1666666666666665,0.0,0.04999490218114277,4999490.218114276,42,0.03365384615384615,0.7726423902894491,41,0.032852564102564104,0.6833333333333333
